delta,alpha,Re,Cl,Cd,Cm,Cl_alpha
5.84,-8.5,3,0.144093,0.02265,-0.1616,8.28941
5.84,-8.5,3.5,0.158622,0.02253,-0.1644,8.27507
5.84,-8.5,4,0.170821,0.02242,-0.1667,8.22302
5.84,-8,0.2,-0.0341502,0.02707,-0.1137,8.2926
5.84,-8,0.3,-0.00251534,0.0259,-0.1202,8.6091
5.84,-8,0.4,0.021479,0.02526,-0.1257,8.59259
5.84,-8,0.5,0.0431589,0.02484,-0.1301,8.51337
5.84,-8,0.6,0.0613694,0.02454,-0.1339,8.46767
5.84,-8,0.7,0.0769181,0.02431,-0.137,8.45144
5.84,-8,0.8,0.0899773,0.02414,-0.1396,8.4474
5.84,-8,0.9,0.101898,0.024,-0.1419,8.44277
5.84,-8,1,0.112269,0.02388,-0.144,8.4307
5.84,-8,1.25,0.133687,0.02366,-0.1483,8.39939
5.84,-8,1.5,0.151297,0.02349,-0.1517,8.37917
5.84,-8,1.75,0.167188,0.02337,-0.1546,8.36747
5.84,-8,2,0.178978,0.02327,-0.1571,8.35272
5.84,-8,2.5,0.199546,0.02311,-0.1611,8.3142
5.84,-8,3,0.216435,0.02298,-0.1645,8.28563
5.84,-8,3.5,0.230829,0.02288,-0.1672,8.2692
5.84,-8,4,0.242556,0.02277,-0.1695,8.21354
5.84,-7.5,0.2,0.038307,0.02691,-0.1181,8.2997
5.84,-7.5,0.3,0.0724887,0.02593,-0.1242,8.56779
5.84,-7.5,0.4,0.0962792,0.02538,-0.1295,8.54035
5.84,-7.5,0.5,0.117257,0.02501,-0.1339,8.461
5.84,-7.5,0.6,0.135084,0.02475,-0.1374,8.41976
5.84,-7.5,0.7,0.150507,0.02456,-0.1404,8.40741
5.84,-7.5,0.8,0.163546,0.0244,-0.1431,8.40707
5.84,-7.5,0.9,0.175431,0.02428,-0.1453,8.40344
5.84,-7.5,1,0.185704,0.02418,-0.1473,8.39321
5.84,-7.5,1.25,0.206863,0.02398,-0.1515,8.36542
5.84,-7.5,1.5,0.224302,0.02383,-0.1549,8.34673
5.84,-7.5,1.75,0.239844,0.02374,-0.15765,8.31538
5.84,-7.5,2,0.25175,0.02362,-0.16,8.32
5.84,-7.5,2.5,0.271981,0.02347,-0.164,8.28173
5.84,-7.5,3,0.288623,0.02335,-0.1671,8.25405
5.84,-7.5,3.5,0.302868,0.02324,-0.1698,8.23639
5.84,-7.5,4,0.314106,0.02315,-0.1722,8.1804
5.84,-7,0.2,0.11049,0.02689,-0.1237,8.23222
5.84,-7,0.3,0.146221,0.026145,-0.12975,8.4314
5.84,-7,0.4,0.170378,0.02559,-0.1337,8.43382
5.84,-7,0.5,0.190707,0.02527,-0.1379,8.36603
5.84,-7,0.6,0.208212,0.02504,-0.1412,8.33422
5.84,-7,0.7,0.223549,0.02487,-0.1441,8.3269
5.84,-7,0.8,0.236603,0.02473,-0.1466,8.33043
5.84,-7,0.9,0.248461,0.02462,-0.1487,8.32818
5.84,-7,1,0.258656,0.02453,-0.1506,8.32045
5.84,-7,1.25,0.279594,0.02435,-0.1547,8.29795
5.84,-7,1.5,0.296881,0.02421,-0.1579,8.28183
5.84,-7,1.75,0.3125,0.02411,-0.1607,8.2633
5.84,-7,2,0.3241,0.02402,-0.163,8.2564
5.84,-7,2.5,0.344006,0.02387,-0.1667,8.22042
5.84,-7,3,0.360415,0.02376,-0.1699,8.19498
5.84,-7,3.5,0.374504,0.02365,-0.1724,8.17699
5.84,-7,4,0.385263,0.02355,-0.1748,8.12372
5.84,-6.5,0.2,0.181154,0.02717,-0.12995,8.08248
5.84,-6.5,0.3,0.219952,0.02636,-0.1353,8.29501
5.84,-6.5,0.4,0.243352,0.02593,-0.1389,8.28426
5.84,-6.5,0.5,0.263169,0.02564,-0.1423,8.23562
5.84,-6.5,0.6,0.280448,0.02543,-0.1455,8.21596
5.84,-6.5,0.7,0.295744,0.02526,-0.148,8.21395
5.84,-6.5,0.8,0.308844,0.02514,-0.1504,8.22101
5.84,-6.5,0.9,0.32069,0.02503,-0.1524,8.22024
5.84,-6.5,1,0.330829,0.02494,-0.1542,8.21535
5.84,-6.5,1.25,0.351598,0.02477,-0.1581,8.19931
5.84,-6.5,1.5,0.368759,0.02464,-0.1611,8.18653
5.84,-6.5,1.75,0.384209,0.02454,-0.1638,8.1665
5.84,-6.5,2,0.395766,0.02446,-0.166,8.16378
5.84,-6.5,2.5,0.415375,0.02432,-0.1697,8.13192
5.84,-6.5,3,0.431577,0.0242,-0.1726,8.10981
5.84,-6.5,3.5,0.44551,0.02409,-0.1752,8.09238
5.84,-6.5,4,0.455826,0.02399,-0.1775,8.04457
5.84,-6,0.2,0.251819,0.02745,-0.1362,7.93274
5.84,-6,0.3,0.291486,0.0269,-0.1436,8.09402
5.84,-6,0.4,0.314872,0.02656,-0.1484,8.10234
5.84,-6,0.5,0.334363,0.02622,-0.1498,8.07674
5.84,-6,0.6,0.351528,0.02597,-0.1514,8.07014
5.84,-6,0.7,0.366828,0.0258,-0.1534,8.07305
5.84,-6,0.8,0.380003,0.02567,-0.1552,8.08302
5.84,-6,0.9,0.391198,0.025705,-0.15855,8.07165
5.84,-6,1,0.401958,0.02546,-0.1585,8.0817
5.84,-6,1.25,0.422617,0.02528,-0.1619,8.07276
5.84,-6,1.5,0.439683,0.02515,-0.1648,8.06386
5.84,-6,1.75,0.454956,0.02504,-0.1671,8.04359
5.84,-6,2,0.466508,0.02495,-0.1692,8.04499
5.84,-6,2.5,0.485863,0.0248,-0.1727,8.0188
5.84,-6,3,0.501889,0.02468,-0.1755,8.00087
5.84,-6,3.5,0.515676,0.02457,-0.1781,7.98485
5.84,-6,4,0.525607,0.02447,-0.1803,7.94473
5.84,-5.5,0.2,0.320174,0.02785,-0.1373,7.72895
5.84,-5.5,0.3,0.361148,0.02732,-0.1447,7.86845
5.84,-5.5,0.4,0.3847,0.02699,-0.1495,7.89801
5.84,-5.5,0.5,0.404072,0.02677,-0.1535,7.89619
5.84,-5.5,0.6,0.421234,0.02663,-0.1569,7.90204
5.84,-5.5,0.7,0.436578,0.02652,-0.1599,7.90911
5.84,-5.5,0.8,0.44985,0.02644,-0.1625,7.9212
5.84,-5.5,0.9,0.461706,0.02638,-0.1647,7.92306
5.84,-5.5,1,0.471811,0.02629,-0.1662,7.92398
5.84,-5.5,1.25,0.492425,0.02598,-0.1676,7.92235
5.84,-5.5,1.5,0.509431,0.0258,-0.1697,7.91769
5.84,-5.5,1.75,0.524531,0.02566,-0.1715,7.89836
5.84,-5.5,2,0.536112,0.02554,-0.1731,7.90365
5.84,-5.5,2.5,0.555268,0.02536,-0.1762,7.88437
5.84,-5.5,3,0.571158,0.02523,-0.1789,7.87119
5.84,-5.5,3.5,0.584814,0.0251,-0.1811,7.85733
5.84,-5.5,4,0.594435,0.02499,-0.1832,7.82664
5.84,-5,0.2,0.386659,0.02827,-0.1381,7.50606
5.84,-5,0.3,0.42878,0.02777,-0.1456,7.63027
5.84,-5,0.4,0.452679,0.02744,-0.1504,7.68027
5.84,-5,0.5,0.472134,0.02722,-0.1544,7.70043
5.84,-5,0.6,0.489395,0.02707,-0.1578,7.71706
5.84,-5,0.7,0.504816,0.02696,-0.1607,7.72731
5.84,-5,0.8,0.5182,0.02688,-0.1633,7.74069
5.84,-5,0.9,0.530077,0.02682,-0.1655,7.74357
5.84,-5,1,0.540202,0.02676,-0.1675,7.74717
5.84,-5,1.25,0.560833,0.02667,-0.1718,7.75272
5.84,-5,1.5,0.577817,0.02659,-0.1752,7.75245
5.84,-5,1.75,0.592756,0.02653,-0.1781,7.7351
5.84,-5,2,0.6044,0.02648,-0.1805,7.74395
5.84,-5,2.5,0.62342,0.02615,-0.1818,7.73247
5.84,-5,3,0.639217,0.02592,-0.1834,7.72436
5.84,-5,3.5,0.652764,0.02574,-0.1851,7.71326
5.84,-5,4,0.662163,0.02559,-0.1866,7.69316
5.84,-4.5,0.2,0.451155,0.02873,-0.1389,7.27492
5.84,-4.5,0.3,0.494315,0.02824,-0.1465,7.38964
5.84,-4.5,0.4,0.51873,0.0279,-0.1513,7.45705
5.84,-4.5,0.5,0.538443,0.02768,-0.1552,7.49555
5.84,-4.5,0.6,0.555889,0.02753,-0.1586,7.52058
5.84,-4.5,0.7,0.571409,0.02742,-0.1615,7.53294
5.84,-4.5,0.8,0.584912,0.02733,-0.164,7.54682
5.84,-4.5,0.9,0.596818,0.02727,-0.1662,7.55052
5.84,-4.5,1,0.606985,0.02721,-0.1682,7.55652
5.84,-4.5,1.25,0.627694,0.02711,-0.1724,7.56882
5.84,-4.5,1.5,0.644695,0.02703,-0.1758,7.57295
5.84,-4.5,1.75,0.659495,0.02696,-0.1786,7.55847
5.84,-4.5,2,0.671229,0.02691,-0.1811,7.57043
5.84,-4.5,2.5,0.690186,0.0268,-0.1851,7.56725
5.84,-4.5,3,0.705935,0.0267,-0.1883,7.56427
5.84,-4.5,3.5,0.719398,0.0266,-0.1911,7.55639
5.84,-4.5,4,0.728013,0.026265,-0.19015,7.54295
5.84,-4,0.2,0.513633,0.02922,-0.1394,7.04463
5.84,-4,0.3,0.55777,0.02874,-0.1471,7.15484
5.84,-4,0.4,0.582833,0.02839,-0.1519,7.2351
5.84,-4,0.5,0.602945,0.02816,-0.1558,7.28713
5.84,-4,0.6,0.620636,0.028,-0.1592,7.3178
5.84,-4,0.7,0.636269,0.02788,-0.1621,7.33125
5.84,-4,0.8,0.649893,0.0278,-0.1646,7.34496
5.84,-4,0.9,0.661834,0.02773,-0.1668,7.3493
5.84,-4,1,0.672063,0.02767,-0.1688,7.35737
5.84,-4,1.25,0.692907,0.02756,-0.1729,7.37578
5.84,-4,1.5,0.709963,0.02747,-0.1763,7.38413
5.84,-4,1.75,0.724651,0.02741,-0.1791,7.37321
5.84,-4,2,0.736502,0.02734,-0.1815,7.38778
5.84,-4,2.5,0.755467,0.02723,-0.1854,7.39299
5.84,-4,3,0.771212,0.02713,-0.1886,7.39498
5.84,-4,3.5,0.784622,0.02703,-0.1913,7.39057
5.84,-4,4,0.793864,0.02694,-0.1937,7.39274
5.84,-3.5,0.2,0.574131,0.02974,-0.1398,6.82251
5.84,-3.5,0.3,0.619226,0.02926,-0.1477,6.93223
5.84,-3.5,0.4,0.645026,0.0289,-0.1524,7.01999
5.84,-3.5,0.5,0.665632,0.02866,-0.1564,7.08014
5.84,-3.5,0.6,0.683604,0.02849,-0.1597,7.11361
5.84,-3.5,0.7,0.699356,0.02837,-0.1625,7.12725
5.84,-3.5,0.8,0.713097,0.02828,-0.1651,7.14026
5.84,-3.5,0.9,0.725078,0.0282,-0.1673,7.1451
5.84,-3.5,1,0.735385,0.02814,-0.1692,7.1549
5.84,-3.5,1.25,0.756414,0.02802,-0.1733,7.1786
5.84,-3.5,1.5,0.77356,0.02793,-0.1767,7.19087
5.84,-3.5,1.75,0.78817,0.02785,-0.1794,7.18397
5.84,-3.5,2,0.800157,0.02778,-0.1818,7.2006
5.84,-3.5,2.5,0.819204,0.02767,-0.1857,7.21392
5.84,-3.5,3,0.834986,0.02757,-0.1889,7.22048
5.84,-3.5,3.5,0.848373,0.02747,-0.1915,7.2196
5.84,-3.5,4,0.857681,0.02737,-0.1939,7.23236
5.84,-3,0.2,0.632748,0.03029,-0.1401,6.61402
5.84,-3,0.3,0.678809,0.02982,-0.1481,6.72629
5.84,-3,0.4,0.705388,0.02944,-0.1529,6.816
5.84,-3,0.5,0.726534,0.02918,-0.1567,6.87886
5.84,-3,0.6,0.744801,0.029,-0.1601,6.91245
5.84,-3,0.7,0.76067,0.02887,-0.1629,6.92557
5.84,-3,0.8,0.77452,0.02877,-0.1654,6.93751
5.84,-3,0.9,0.786545,0.02869,-0.1676,6.94277
5.84,-3,1,0.796944,0.02862,-0.1695,6.95396
5.84,-3,1.25,0.818199,0.02848,-0.1736,6.98201
5.84,-3,1.5,0.835468,0.02838,-0.1769,6.99778
5.84,-3,1.75,0.850036,0.0283,-0.1797,6.99513
5.84,-3,2,0.862176,0.02823,-0.182,7.01321
5.84,-3,2.5,0.881372,0.02811,-0.1859,7.03398
5.84,-3,3,0.897229,0.02801,-0.189,7.04455
5.84,-3,3.5,0.910623,0.02791,-0.1916,7.04707
5.84,-3,4,0.920085,0.0278,-0.194,7.06938
5.84,-2.5,0.2,0.689618,0.03086,-0.1402,6.42286
5.84,-2.5,0.3,0.736678,0.03039,-0.1484,6.53972
5.84,-2.5,0.4,0.764029,0.03,-0.1531,6.62618
5.84,-2.5,0.5,0.785717,0.02973,-0.157,6.68675
5.84,-2.5,0.6,0.804269,0.02953,-0.1603,6.71817
5.84,-2.5,0.7,0.820249,0.02939,-0.1632,6.73029
5.84,-2.5,0.8,0.834198,0.02928,-0.1656,6.74097
5.84,-2.5,0.9,0.846271,0.02919,-0.1678,6.74662
5.84,-2.5,1,0.856772,0.02911,-0.1697,6.75886
5.84,-2.5,1.25,0.878287,0.02896,-0.1738,6.79028
5.84,-2.5,1.5,0.895707,0.02885,-0.1771,6.80901
5.84,-2.5,1.75,0.910271,0.02876,-0.1798,6.8106
5.84,-2.5,2,0.922572,0.02868,-0.1821,6.82953
5.84,-2.5,2.5,0.941978,0.02856,-0.186,6.85676
5.84,-2.5,3,0.957943,0.02845,-0.1891,6.87062
5.84,-2.5,3.5,0.971372,0.02835,-0.1917,6.87623
5.84,-2.5,4,0.981066,0.02825,-0.194,6.90664
5.84,-2,0.2,0.744904,0.03147,-0.1401,6.25103
5.84,-2,0.3,0.793008,0.03099,-0.1486,6.37358
5.84,-2,0.4,0.821083,0.03058,-0.1533,6.45236
5.84,-2,0.5,0.843274,0.03029,-0.1572,6.50645
5.84,-2,0.6,0.862084,0.03008,-0.1604,6.53392
5.84,-2,0.7,0.878164,0.02993,-0.1633,6.54479
5.84,-2,0.8,0.892201,0.02981,-0.1657,6.55419
5.84,-2,0.9,0.904325,0.02971,-0.1679,6.56024
5.84,-2,1,0.914936,0.02962,-0.1698,6.57324
5.84,-2,1.25,0.936736,0.02945,-0.1739,6.60701
5.84,-2,1.5,0.95433,0.02933,-0.1771,6.62809
5.84,-2,1.75,0.968926,0.02923,-0.1798,6.63372
5.84,-2,2,0.981394,0.02914,-0.1822,6.65287
5.84,-2,2.5,1.00106,0.02901,-0.186,6.6853
5.84,-2,3,1.01716,0.0289,-0.1891,6.70163
5.84,-2,3.5,1.03065,0.0288,-0.1917,6.70983
5.84,-2,4,1.04064,0.0287,-0.1939,6.7466
5.84,-1.5,0.2,0.798777,0.03211,-0.14,6.09897
5.84,-1.5,0.3,0.847977,0.03163,-0.1486,6.22744
5.84,-1.5,0.4,0.876693,0.03119,-0.1533,6.29523
5.84,-1.5,0.5,0.899315,0.03088,-0.1572,6.33969
5.84,-1.5,0.6,0.918344,0.03066,-0.1605,6.36203
5.84,-1.5,0.7,0.934513,0.03049,-0.1633,6.37164
5.84,-1.5,0.8,0.948627,0.03035,-0.1658,6.37991
5.84,-1.5,0.9,0.960805,0.03024,-0.1679,6.38645
5.84,-1.5,1,0.971533,0.03015,-0.1699,6.39992
5.84,-1.5,1.25,0.993634,0.02996,-0.1739,6.43508
5.84,-1.5,1.5,1.01142,0.02982,-0.1771,6.45782
5.84,-1.5,1.75,1.02608,0.02971,-0.1798,6.46708
5.84,-1.5,2,1.03871,0.02962,-0.1821,6.48588
5.84,-1.5,2.5,1.05868,0.02947,-0.1859,6.52202
5.84,-1.5,3,1.07493,0.02935,-0.189,6.53991
5.84,-1.5,3.5,1.0885,0.02924,-0.1915,6.55009
5.84,-1.5,4,1.09883,0.02912,-0.1937,6.59126
5.84,-1,0.2,0.851406,0.03278,-0.1396,5.96577
5.84,-1,0.3,0.901751,0.0323,-0.1484,6.09963
5.84,-1,0.4,0.931003,0.03183,-0.1532,6.15438
5.84,-1,0.5,0.953964,0.03149,-0.157,6.18728
5.84,-1,0.6,0.973163,0.03125,-0.1603,6.20398
5.84,-1,0.7,0.989411,0.03106,-0.1632,6.21255
5.84,-1,0.8,1.00359,0.03092,-0.1656,6.21998
5.84,-1,0.9,1.01583,0.03079,-0.1678,6.22711
5.84,-1,1,1.02668,0.03069,-0.1697,6.24084
5.84,-1,1.25,1.04909,0.03048,-0.1738,6.27648
5.84,-1,1.5,1.06708,0.03033,-0.177,6.30017
5.84,-1,1.75,1.08183,0.0302,-0.1797,6.31251
5.84,-1,2,1.09463,0.0301,-0.182,6.3304
5.84,-1,2.5,1.11492,0.02994,-0.1858,6.36863
5.84,-1,3,1.13133,0.0298,-0.1888,6.38716
5.84,-1,3.5,1.14499,0.02968,-0.1913,6.3986
5.84,-1,4,1.15569,0.02957,-0.1935,6.44207
5.84,-0.5,0.2,0.902948,0.0335,-0.1391,5.8493
5.84,-0.5,0.3,0.954481,0.033,-0.1481,5.98739
5.84,-0.5,0.4,0.98415,0.03251,-0.153,6.02845
5.84,-0.5,0.5,1.00735,0.03215,-0.1568,6.04913
5.84,-0.5,0.6,1.02667,0.03187,-0.1601,6.06032
5.84,-0.5,0.7,1.04299,0.03167,-0.1629,6.06828
5.84,-0.5,0.8,1.05723,0.0315,-0.1654,6.07529
5.84,-0.5,0.9,1.06953,0.03136,-0.1676,6.08316
5.84,-0.5,1,1.0805,0.03125,-0.1695,6.09698
5.84,-0.5,1.25,1.10322,0.03102,-0.1735,6.13229
5.84,-0.5,1.5,1.12142,0.03085,-0.1768,6.15623
5.84,-0.5,1.75,1.13629,0.03071,-0.1795,6.17098
5.84,-0.5,2,1.14924,0.0306,-0.1818,6.18746
5.84,-0.5,2.5,1.16987,0.03042,-0.1855,6.2261
5.84,-0.5,3,1.18644,0.03027,-0.1884,6.24435
5.84,-0.5,3.5,1.2002,0.03014,-0.191,6.25628
5.84,-0.5,4,1.21129,0.03002,-0.1931,6.29994
5.84,0,0.2,0.953535,0.03426,-0.1385,5.74646
5.84,0,0.3,1.00629,0.03375,-0.1477,5.88716
5.84,0,0.4,1.03626,0.03323,-0.1526,5.91525
5.84,0,0.5,1.05958,0.03283,-0.1564,5.92427
5.84,0,0.6,1.07898,0.03254,-0.1597,5.93071
5.84,0,0.7,1.09537,0.0323,-0.1625,5.93865
5.84,0,0.8,1.10967,0.03212,-0.165,5.94575
5.84,0,0.9,1.12205,0.03196,-0.1672,5.95453
5.84,0,1,1.13313,0.03183,-0.1692,5.96834
5.84,0,1.25,1.15616,0.03158,-0.1732,6.00265
5.84,0,1.5,1.17456,0.03139,-0.1765,6.02616
5.84,0,1.75,1.18958,0.03123,-0.1792,6.04256
5.84,0,2,1.20266,0.03111,-0.1814,6.05723
5.84,0,2.5,1.22362,0.03092,-0.1851,6.09461
5.84,0,3,1.24034,0.03076,-0.188,6.11171
5.84,0,3.5,1.25421,0.03062,-0.1905,6.12334
5.84,0,4,1.26567,0.03049,-0.1926,6.16517
5.84,0.5,0.2,1.00327,0.03505,-0.1377,5.65341
5.84,0.5,0.3,1.05725,0.03452,-0.1471,5.79474
5.84,0.5,0.4,1.08742,0.03398,-0.152,5.81183
5.84,0.5,0.5,1.11078,0.03355,-0.1558,5.81093
5.84,0.5,0.6,1.13021,0.03323,-0.1591,5.81388
5.84,0.5,0.7,1.14667,0.03298,-0.162,5.82254
5.84,0.5,0.8,1.16104,0.03277,-0.1645,5.83031
5.84,0.5,0.9,1.1735,0.0326,-0.1667,5.8402
5.84,0.5,1,1.18471,0.03244,-0.1687,5.85393
5.84,0.5,1.25,1.20803,0.03215,-0.1728,5.88675
5.84,0.5,1.5,1.22663,0.03194,-0.176,5.90922
5.84,0.5,1.75,1.24179,0.03179,-0.1786,5.9265
5.84,0.5,2,1.25499,0.03166,-0.1808,5.93903
5.84,0.5,2.5,1.27627,0.03144,-0.1845,5.97356
5.84,0.5,3,1.29313,0.03127,-0.1874,5.98875
5.84,0.5,3.5,1.3071,0.03112,-0.1899,5.99932
5.84,0.5,4,1.31891,0.03099,-0.192,6.03748
5.84,1,0.2,1.05222,0.03588,-0.1367,5.56574
5.84,1,0.3,1.10743,0.03533,-0.1464,5.70555
5.84,1,0.4,1.13771,0.03476,-0.1514,5.71471
5.84,1,0.5,1.16103,0.0343,-0.1552,5.70658
5.84,1,0.6,1.18048,0.03395,-0.1585,5.70775
5.84,1,0.7,1.19702,0.03368,-0.1613,5.71796
5.84,1,0.8,1.21146,0.03346,-0.1638,5.72701
5.84,1,0.9,1.22401,0.03327,-0.166,5.73822
5.84,1,1,1.23534,0.0331,-0.168,5.75188
5.84,1,1.25,1.25894,0.03276,-0.1722,5.78287
5.84,1,1.5,1.27773,0.03254,-0.1753,5.80379
5.84,1,1.75,1.29304,0.03236,-0.178,5.8212
5.84,1,2,1.30634,0.03222,-0.1802,5.83136
5.84,1,2.5,1.3279,0.03199,-0.1838,5.86164
5.84,1,3,1.34489,0.0318,-0.1868,5.87429
5.84,1,3.5,1.35894,0.03164,-0.1891,5.8831
5.84,1,4,1.37106,0.03149,-0.1913,5.916
5.84,1.5,0.2,1.10041,0.03676,-0.1356,5.47872
5.84,1.5,0.3,1.15683,0.03618,-0.1455,5.61485
5.84,1.5,0.4,1.18717,0.03557,-0.1506,5.61998
5.84,1.5,0.5,1.21039,0.03508,-0.1544,5.60805
5.84,1.5,0.6,1.22986,0.03471,-0.1577,5.60948
5.84,1.5,0.7,1.2465,0.03441,-0.1605,5.62209
5.84,1.5,0.8,1.26103,0.03417,-0.163,5.63305
5.84,1.5,0.9,1.27368,0.03397,-0.1653,5.6458
5.84,1.5,1,1.28513,0.03379,-0.1672,5.65945
5.84,1.5,1.25,1.30899,0.03346,-0.1712,5.68848
5.84,1.5,1.5,1.32795,0.03317,-0.1745,5.70744
5.84,1.5,1.75,1.34342,0.03297,-0.1771,5.7243
5.84,1.5,2,1.35679,0.03281,-0.1793,5.73198
5.84,1.5,2.5,1.37859,0.03255,-0.183,5.75685
5.84,1.5,3,1.39568,0.03235,-0.1859,5.76648
5.84,1.5,3.5,1.4098,0.03217,-0.1884,5.77295
5.84,1.5,4,1.42218,0.03202,-0.1904,5.79934
5.84,2,0.2,1.14783,0.03769,-0.1344,5.38752
5.84,2,0.3,1.20541,0.03708,-0.1445,5.51792
5.84,2,0.4,1.23579,0.03641,-0.1496,5.52347
5.84,2,0.5,1.25891,0.03589,-0.1535,5.51169
5.84,2,0.6,1.2784,0.03549,-0.1568,5.51554
5.84,2,0.7,1.29516,0.03518,-0.1596,5.53144
5.84,2,0.8,1.3098,0.03492,-0.1621,5.5449
5.84,2,0.9,1.32257,0.03472,-0.1643,5.55942
5.84,2,1,1.33413,0.03455,-0.1662,5.57317
5.84,2,1.25,1.35824,0.03418,-0.1702,5.60029
5.84,2,1.5,1.37736,0.03388,-0.1734,5.61704
5.84,2,1.75,1.39297,0.03362,-0.1762,5.63276
5.84,2,2,1.4064,0.03342,-0.1784,5.63799
5.84,2,2.5,1.42839,0.03314,-0.182,5.65657
5.84,2,3,1.44555,0.03291,-0.185,5.66289
5.84,2,3.5,1.45971,0.03274,-0.1873,5.66661
5.84,2,4,1.47229,0.03257,-0.1894,5.6856
5.84,2.5,0.2,1.19442,0.03866,-0.1331,5.28737
5.84,2.5,0.3,1.2531,0.03802,-0.1434,5.41023
5.84,2.5,0.4,1.28355,0.03731,-0.1486,5.42091
5.84,2.5,0.5,1.30658,0.03675,-0.1524,5.41343
5.84,2.5,0.6,1.32612,0.03631,-0.1557,5.42194
5.84,2.5,0.7,1.34304,0.03598,-0.1586,5.44193
5.84,2.5,0.8,1.35781,0.03575,-0.161,5.45845
5.84,2.5,0.9,1.37072,0.03555,-0.1631,5.47495
5.84,2.5,1,1.3824,0.03533,-0.165,5.48896
5.84,2.5,1.25,1.40674,0.03496,-0.169,5.51443
5.84,2.5,1.5,1.426,0.03461,-0.1723,5.52886
5.84,2.5,1.75,1.44173,0.03433,-0.175,5.54302
5.84,2.5,2,1.4552,0.0341,-0.1773,5.54593
5.84,2.5,2.5,1.47732,0.03376,-0.181,5.55771
5.84,2.5,3,1.49452,0.03353,-0.1838,5.56062
5.84,2.5,3.5,1.5087,0.03331,-0.1863,5.56135
5.84,2.5,4,1.52141,0.03316,-0.1882,5.5725
5.84,3,0.2,1.24007,0.03971,-0.1316,5.17379
5.84,3,0.3,1.29979,0.03904,-0.1421,5.28764
5.84,3,0.4,1.33037,0.03828,-0.1473,5.30809
5.84,3,0.5,1.35338,0.03766,-0.1512,5.30902
5.84,3,0.6,1.37301,0.0372,-0.1545,5.32429
5.84,3,0.7,1.39013,0.03691,-0.1571,5.34909
5.84,3,0.8,1.40506,0.03661,-0.1596,5.36916
5.84,3,0.9,1.41812,0.03637,-0.1618,5.38782
5.84,3,1,1.42993,0.03618,-0.1637,5.4023
5.84,3,1.25,1.45448,0.03573,-0.1677,5.42654
5.84,3,1.5,1.47386,0.0354,-0.1709,5.43873
5.84,3,1.75,1.4897,0.0351,-0.1736,5.45106
5.84,3,2,1.50319,0.03484,-0.176,5.45191
5.84,3,2.5,1.52539,0.03444,-0.1797,5.45675
5.84,3,3,1.54259,0.03417,-0.1826,5.45638
5.84,3,3.5,1.55677,0.03396,-0.1849,5.45408
5.84,3,4,1.56954,0.03376,-0.187,5.45738
5.84,3.5,0.2,1.28467,0.0408,-0.1299,5.04271
5.84,3.5,0.3,1.34534,0.04011,-0.1406,5.14652
5.84,3.5,0.4,1.37615,0.03932,-0.1458,5.181
5.84,3.5,0.5,1.39921,0.03869,-0.1497,5.19411
5.84,3.5,0.6,1.41902,0.0383,-0.1527,5.21799
5.84,3.5,0.7,1.43638,0.03784,-0.1557,5.24819
5.84,3.5,0.8,1.4515,0.03753,-0.1581,5.27219
5.84,3.5,0.9,1.46473,0.03729,-0.1602,5.2932
5.84,3.5,1,1.47667,0.03703,-0.1623,5.30838
5.84,3.5,1.25,1.50143,0.03658,-0.1662,5.33198
5.84,3.5,1.5,1.5209,0.03621,-0.1695,5.34217
5.84,3.5,1.75,1.53685,0.03591,-0.1721,5.3526
5.84,3.5,2,1.55034,0.03566,-0.1743,5.35178
5.84,3.5,2.5,1.57255,0.03519,-0.1782,5.34994
5.84,3.5,3,1.58973,0.03486,-0.1812,5.34664
5.84,3.5,3.5,1.60388,0.03462,-0.1836,5.34147
5.84,3.5,4,1.61665,0.03443,-0.1855,5.33737
5.84,4,0.2,1.32803,0.04194,-0.1282,4.89065
5.84,4,0.3,1.38956,0.04122,-0.139,4.9839
5.84,4,0.4,1.42075,0.04044,-0.1442,5.036
5.84,4,0.5,1.44399,0.03994,-0.1477,5.06446
5.84,4,0.6,1.46405,0.03935,-0.1511,5.09844
5.84,4,0.7,1.48169,0.03895,-0.1538,5.13445
5.84,4,0.8,1.49704,0.03856,-0.1564,5.16265
5.84,4,0.9,1.51047,0.03822,-0.1587,5.18616
5.84,4,1,1.52254,0.03797,-0.1606,5.20228
5.84,4,1.25,1.5475,0.03744,-0.1647,5.22596
5.84,4,1.5,1.56706,0.03708,-0.1678,5.23456
5.84,4,1.75,1.58309,0.03675,-0.1704,5.24322
5.84,4,2,1.59656,0.03648,-0.1727,5.24123
5.84,4,2.5,1.61873,0.03603,-0.1764,5.23339
5.84,4,3,1.63588,0.03564,-0.1795,5.2277
5.84,4,3.5,1.64997,0.03534,-0.182,5.22008
5.84,4,4,1.66267,0.03513,-0.184,5.20946
5.84,4.5,0.2,1.36996,0.04312,-0.1265,4.71482
5.84,4.5,0.3,1.43225,0.04236,-0.1373,4.79749
5.84,4.5,0.4,1.46399,0.0418,-0.1421,4.86989
5.84,4.5,0.5,1.48755,0.04107,-0.146,4.9161
5.84,4.5,0.6,1.50795,0.04059,-0.149,4.96118
5.84,4.5,0.7,1.52594,0.04006,-0.152,5.00321
5.84,4.5,0.8,1.54155,0.03967,-0.1545,5.03575
5.84,4.5,0.9,1.55519,0.03936,-0.1566,5.06187
